EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,SalaryHikePercent,TrainingHoursLastYear,PerformanceRating,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,Overtime,RemoteWork,BusinessTravel,AbsentDaysLastYear,ProjectsHandled,ManagerFeedbackScore,PromotionLast3Years,EmployeeAttrition
EMP_113479,25,Female,HR,Manager,Bachelor,Married,0,11,84100.46,17.24,16,4.34,2.82,4.18,4.98,No,No,Frequently,6,6,3.95,No,Yes
EMP_102442,45,Female,HR,Manager,Bachelor,Single,5,4,57917.85,11.66,16,2.52,2.11,2.45,4.67,No,No,Frequently,7,4,3.81,No,No
EMP_108760,24,Female,Finance,Executive,Diploma,Divorced,6,4,89046.21,5.5,14,4.0,4.49,4.02,3.95,Yes,No,Frequently,8,4,3.75,No,No
EMP_122834,41,Male,Engineering,Manager,Bachelor,Married,20,2,,10.97,23,4.04,4.23,3.89,1.97,Yes,No,Rarely,9,5,4.95,Yes,No
EMP_126646,46,Female,Sales,Analyst,MBA,Married,9,10,43218.06,13.13,25,3.32,2.65,3.1,3.49,No,Yes,Rarely,8,5,3.53,No,Yes
EMP_120959,56,Female,Sales,Administrator,MBA,Married,4,0,62459.34,20.6,17,5.0,2.47,3.29,4.53,Yes,No,Frequently,5,8,4.25,Yes,Yes
EMP_104982,34,Female,Finance,Administrator,Diploma,Married,4,4,33790.12,10.14,18,3.19,5.0,1.81,3.14,Yes,No,Rarely,8,4,5.0,No,Yes
EMP_110314,59,Female,Operations,Executive,Master,Divorced,11,11,32134.39,10.46,21,3.86,1.16,4.25,2.37,Yes,Yes,Rarely,3,4,2.65,No,Yes
EMP_106508,52,Male,Sales,Administrator,Bachelor,Single,8,1,,6.2,27,3.14,2.04,2.99,3.0,Yes,No,Non-Travel,6,5,4.29,No,Yes
EMP_103812,30,Male,Support,Administrator,MBA,Divorced,12,2,52082.61,4.69,20,3.81,3.66,3.46,3.83,No,Yes,Rarely,2,2,3.14,Yes,No
EMP_101319,23,Female,Sales,Manager,Master,Divorced,13,1,58556.01,10.24,19,4.41,1.45,1.9,4.39,No,No,Rarely,8,8,4.24,Yes,No
EMP_110362,26,Male,Marketing,Consultant,Bachelor,Single,24,0,122245.13,13.74,16,3.06,2.79,3.74,3.43,Yes,Yes,Rarely,5,7,3.65,Yes,No
EMP_105525,59,Male,Marketing,Team Lead,Bachelor,Married,20,2,127464.16,0.0,22,4.81,2.62,2.42,2.35,No,No,Rarely,8,7,3.1,No,No
EMP_101083,30,Female,Operations,Developer,PhD,Married,11,6,41417.79,19.59,16,1.62,3.0,2.83,3.8,No,Yes,Rarely,6,4,4.29,No,No
EMP_111281,23,Female,Sales,Manager,Diploma,Single,12,9,15000.0,11.36,15,3.1,3.64,4.25,3.84,No,No,Frequently,4,5,5.0,No,No
EMP_100313,37,Female,Operations,Developer,PhD,Married,2,8,62075.02,7.83,21,4.07,1.74,3.35,3.57,Yes,No,Non-Travel,4,5,1.98,No,No
EMP_103149,40,Male,Operations,Developer,Bachelor,Married,7,0,19985.91,15.21,31,4.36,2.96,4.3,3.74,No,Yes,Rarely,1,5,1.04,No,No
EMP_105150,50,Male,Engineering,Manager,Master,Divorced,18,0,101750.46,13.73,19,2.48,4.41,3.82,3.89,Yes,No,Rarely,4,6,4.38,No,No
EMP_102723,34,Male,Operations,Team Lead,MBA,Single,3,14,22859.46,7.34,14,3.94,2.66,3.14,3.96,No,No,Non-Travel,11,3,5.0,No,No
EMP_111621,42,Female,HR,Developer,PhD,Married,19,12,43408.55,13.69,12,2.94,2.14,4.49,3.89,No,No,Rarely,4,4,3.97,No,Yes
EMP_122382,22,Male,Engineering,Administrator,Master,Married,6,0,129945.16,12.1,19,3.31,3.07,4.54,3.7,No,Yes,Rarely,5,5,4.35,No,No
EMP_125772,48,Female,Operations,Team Lead,PhD,Divorced,4,7,139454.13,15.72,22,4.61,4.11,5.0,3.6,No,No,frequently,7,4,3.93,No,No
EMP_117248,39,Male,Finance,Consultant,Diploma,Divorced,20,0,75440.37,10.45,14,2.52,2.65,3.33,2.16,No,Yes,Frequently,7,4,4.71,No,Yes
EMP_111689,29,Male,Finance,Team Lead,MBA,Divorced,23,0,103568.03,12.41,29,2.68,,1.0,2.52,No,No,Non-Travel,4,4,4.6,No,No
EMP_113359,38,Male,Support,Team Lead,Bachelor,Single,2,2,15000.0,8.85,12,3.66,3.73,3.97,2.82,No,Yes,Frequently,9,3,2.28,Yes,No
EMP_110955,24,Female,Marketing,Consultant,MBA,Single,8,10,95910.13,15.3,17,3.29,3.16,2.93,3.78,No,Yes,Rarely,10,5,3.61,No,No
EMP_103178,37,Male,Engineering,Consultant,Master,Divorced,13,12,41084.19,11.89,15,3.32,2.29,2.58,3.19,Yes,No,Non-Travel,4,5,2.52,Yes,Yes
EMP_125157,34,Female,Marketing,Analyst,MBA,Divorced,4,1,181202.92,24.67,21,3.05,2.56,3.71,3.6,No,No,Rarely,8,3,3.91,Yes,Yes
EMP_126861,33,Female,Sales,Consultant,Bachelor,Divorced,21,1,39486.02,10.7,21,2.5,4.05,2.33,2.37,No,No,Rarely,6,4,3.85,No,No
EMP_118657,47,Male,Finance,Administrator,MBA,Married,7,7,134560.41,13.2,18,4.32,3.04,2.4,3.16,No,Yes,Rarely,4,8,2.12,Yes,Yes
EMP_106461,38,Male,HR,Team Lead,Diploma,Single,15,14,33552.8,17.64,22,4.1,2.45,1.84,4.5,No,Yes,Rarely,6,3,4.77,No,No
EMP_112522,41,Female,Finance,Developer,Master,Divorced,14,9,72650.37,13.21,21,5.0,3.08,1.82,3.92,No,No,Non-Travel,6,4,3.22,Yes,Yes
EMP_105412,53,Male,HR,Administrator,Master,Single,16,8,162921.75,19.41,18,4.03,1.15,3.47,2.41,No,No,Rarely,5,5,4.76,Yes,No
EMP_110080,59,Female,HR,Analyst,Diploma,Divorced,21,12,70718.37,1.47,15,2.68,4.7,3.93,2.64,No,No,Rarely,5,5,1.84,No,No
EMP_118706,22,Female,Engineering,Consultant,Master,Single,24,2,96551.82,14.1,22,2.17,2.87,1.0,2.49,No,No,Rarely,6,6,3.82,Yes,No
EMP_109284,36,Female,Sales,Executive,MBA,Single,1,12,63045.65,13.75,13,3.66,3.78,2.87,4.1,No,No,Rarely,10,3,4.87,No,Yes
EMP_108222,26,Male,Marketing,Consultant,Master,Divorced,2,4,101958.66,6.77,22,3.75,3.14,3.69,2.86,No,No,Frequently,8,4,2.9,Yes,Yes
EMP_123313,22,Female,Finance,Manager,PhD,Single,2,12,,7.16,13,4.59,4.15,4.02,4.66,Yes,No,Frequently,7,5,2.72,Yes,Yes
EMP_129607,37,Female,HR,Manager,MBA,Single,0,10,,20.59,21,2.68,2.97,2.35,2.94,No,Yes,Rarely,6,11,3.61,No,Yes
EMP_101032,36,Male,Engineering,Analyst,Master,Married,10,4,77919.81,8.0,20,4.65,3.23,4.72,3.08,Yes,No,Frequently,4,4,3.05,No,Yes
EMP_101757,47,Female,Engineering,Analyst,Bachelor,Divorced,24,1,126079.9,10.24,16,2.55,2.63,4.78,2.95,Yes,Yes,Rarely,4,2,2.37,No,Yes
EMP_128113,56,Male,HR,Consultant,Diploma,Single,8,5,36584.63,13.09,21,2.19,4.37,2.57,2.62,No,No,Rarely,7,2,2.59,No,Yes
EMP_107237,25,Female,Support,Administrator,Master,Single,10,6,109881.08,14.07,20,3.63,2.47,3.82,4.91,No,No,Rarely,5,6,2.98,No,No
EMP_118003,27,Female,Finance,Administrator,MBA,Single,8,1,60837.68,14.17,16,4.09,4.21,1.69,3.07,Yes,Yes,Rarely,14,3,3.54,No,Yes
EMP_104765,31,Male,Engineering,Administrator,Diploma,Divorced,6,14,100896.1,7.35,16,4.87,2.47,2.32,5.0,No,Yes,Rarely,7,3,3.32,No,Yes
EMP_127712,54,Male,Finance,Manager,Bachelor,Single,5,1,144596.92,7.36,18,3.87,1.5,2.25,2.44,No,No,Rarely,10,3,4.31,No,Yes
EMP_104952,21,Male,Marketing,Team Lead,Bachelor,Married,10,5,71939.04,11.46,20,2.91,1.27,3.74,4.14,No,Yes,Rarely,6,7,5.0,No,No
EMP_107648,23,Female,Engineering,Team Lead,Diploma,Single,3,10,80809.55,8.32,20,3.48,2.41,3.96,4.01,Yes,Yes,Rarely,8,3,2.85,No,No
EMP_118474,51,Male,Finance,Executive,PhD,Single,5,10,22016.36,11.39,22,3.23,3.97,2.69,3.1,No,No,Non-Travel,8,7,4.54,No,No
EMP_129590,21,Male,Operations,Developer,Master,Divorced,6,14,111492.29,15.17,17,3.05,2.61,3.19,3.58,No,Yes,Frequently,8,3,3.31,No,No
EMP_105032,49,Male,Engineering,Administrator,MBA,Single,5,1,87569.08,10.46,16,3.75,2.51,3.85,1.74,No,Yes,Rarely,10,7,3.85,No,No
EMP_101846,24,Male,Sales,Team Lead,PhD,Married,2,8,93152.66,14.63,22,2.01,3.5,4.36,2.54,No,Yes,Non-Travel,4,6,,No,No
EMP_110414,36,Male,Sales,Developer,Diploma,Single,1,3,68867.76,6.05,15,1.75,2.18,1.68,4.23,No,No,Rarely,7,8,4.21,Yes,Yes
EMP_115148,25,Female,Support,Analyst,Master,Married,17,3,58147.39,14.69,21,3.01,1.94,4.92,2.61,Yes,No,Non-Travel,6,6,3.2,Yes,No
EMP_112383,29,Female,Engineering,Consultant,Bachelor,Divorced,11,0,106591.73,13.47,23,4.15,4.16,2.65,3.78,No,No,Rarely,1,2,4.22,No,No
EMP_117596,42,Female,Support,Developer,MBA,Single,11,8,94816.67,3.41,20,3.56,2.8,2.32,4.55,No,Yes,Frequently,5,6,3.25,Yes,Yes
EMP_105307,33,Male,Finance,Manager,Master,Single,12,3,110226.03,8.97,14,2.71,3.64,1.73,3.2,Yes,Yes,Rarely,3,3,3.13,No,Yes
EMP_115364,23,Male,HR,Manager,MBA,Married,22,5,34174.05,9.3,23,3.88,2.89,,5.0,Yes,Yes,Frequently,6,3,3.21,No,No
EMP_124938,59,Female,Operations,Consultant,MBA,Single,23,0,75018.14,10.62,27,3.11,4.23,2.75,1.8,No,No,Frequently,5,6,1.37,Yes,Yes
EMP_127946,43,Female,Finance,Developer,MBA,Single,11,12,88541.2,13.27,23,3.39,5.0,4.24,1.99,Yes,No,Frequently,4,7,4.11,No,Yes
EMP_117108,49,Female,Sales,Manager,PhD,Divorced,7,14,50914.78,5.51,16,4.27,2.83,5.0,3.34,No,No,Rarely,3,4,2.89,No,No
EMP_123280,58,Female,HR,Developer,Diploma,Married,1,3,96368.21,7.38,23,3.52,2.2,3.51,2.53,No,Yes,Frequently,6,11,1.98,No,No
EMP_117705,26,Male,Engineering,Developer,Bachelor,Single,17,14,,13.32,26,3.4,4.0,2.07,3.69,No,No,Frequently,1,6,3.66,No,Yes
EMP_121200,22,Female,Sales,Analyst,Master,Married,24,12,70970.64,9.22,15,4.54,2.72,1.16,3.03,Yes,No,Non-Travel,7,5,3.99,Yes,No
EMP_103681,50,Female,Support,Consultant,PhD,Married,0,12,80776.34,4.95,28,3.98,2.3,,3.27,No,Yes,Rarely,2,5,3.17,Yes,Yes
EMP_107077,50,Male,Operations,Manager,Master,Married,8,12,,19.36,19,2.27,2.48,3.15,3.64,No,No,Frequently,2,4,2.52,No,No
EMP_105274,52,Female,Finance,Executive,Master,Divorced,24,5,86146.0,12.6,17,3.3,4.94,2.19,2.23,Yes,Yes,Non-Travel,4,3,3.55,No,No
EMP_125368,34,Female,HR,Team Lead,Bachelor,Divorced,9,9,99064.52,17.98,15,4.5,1.54,4.02,3.29,Yes,Yes,Rarely,10,1,3.2,Yes,Yes
EMP_121881,44,Female,Support,Developer,MBA,Divorced,19,14,39722.54,1.67,25,5.0,2.81,2.03,3.37,No,No,Frequently,8,7,3.15,No,Yes
EMP_103996,56,Male,Sales,Manager,Bachelor,Single,21,3,70627.35,9.97,19,2.18,3.33,3.69,2.79,No,Yes,Rarely,3,5,2.48,No,No
EMP_113705,51,Female,Operations,Executive,PhD,Married,23,1,130304.65,13.33,27,3.85,2.84,1.22,4.08,No,No,Rarely,11,7,3.2,Yes,No
EMP_113102,49,Male,Operations,Analyst,Bachelor,Divorced,9,13,78571.2,14.59,15,4.01,2.64,4.09,3.33,No,No,Non-Travel,9,4,3.52,No,No
EMP_108792,27,Female,Support,Analyst,PhD,Single,19,5,19770.52,12.47,22,3.95,2.58,2.3,3.04,No,Yes,Non-Travel,9,6,3.63,No,Yes
EMP_125055,35,Male,Operations,Consultant,Diploma,Married,12,8,134301.15,14.03,16,2.6,2.51,4.85,3.05,No,Yes,Frequently,7,5,3.54,Yes,No
EMP_118780,47,Male,Finance,Administrator,PhD,Single,23,12,36672.84,9.85,19,3.63,2.27,2.6,2.86,No,No,Non-Travel,4,3,4.35,No,Yes
EMP_128952,24,Male,Finance,Executive,Bachelor,Divorced,12,0,73381.06,4.95,18,4.18,2.09,3.23,3.71,No,No,Rarely,10,4,3.22,No,No
EMP_128173,44,Female,HR,Consultant,MBA,Single,13,6,77285.6,5.18,21,4.28,3.33,2.91,4.95,No,No,Frequently,12,2,3.53,No,Yes
EMP_120795,53,Female,Operations,Manager,Diploma,Divorced,23,13,24742.07,22.01,26,2.73,2.43,4.09,3.76,No,Yes,Rarely,5,5,4.23,No,No
EMP_110257,47,Male,Sales,Executive,PhD,Divorced,6,0,62995.11,10.24,24,2.28,2.54,3.79,2.97,Yes,Yes,Frequently,8,5,4.23,No,No
EMP_123341,57,Female,Finance,Consultant,MBA,Single,2,1,96600.61,17.41,26,2.9,2.56,3.18,3.12,Yes,Yes,Non-Travel,6,2,3.29,No,Yes
EMP_120441,59,Male,Engineering,Team Lead,MBA,Divorced,24,4,94909.82,27.16,18,4.63,1.97,3.9,1.96,No,No,Non-Travel,9,5,3.97,No,Yes
EMP_109600,24,Male,Operations,Consultant,Bachelor,Divorced,21,4,37720.21,13.2,17,5.0,5.0,1.91,2.94,No,Yes,Rarely,5,2,4.28,No,No
EMP_123726,22,Female,engineering,Administrator,Master,Divorced,20,2,21950.23,11.0,22,3.18,2.38,2.98,3.4,No,No,Frequently,10,2,4.38,No,No
EMP_120991,56,Female,Engineering,Consultant,Master,Married,14,7,15000.0,14.32,22,3.39,4.49,3.22,2.9,No,No,Non-Travel,2,6,3.13,No,No
EMP_123877,40,Male,Operations,Analyst,Bachelor,Single,8,5,52800.9,4.86,19,3.7,3.97,2.49,4.17,No,No,Rarely,9,5,,No,Yes
EMP_112948,44,Female,Support,Administrator,MBA,Divorced,4,2,43016.72,13.93,16,2.27,4.37,2.47,4.98,No,No,Frequently,4,4,3.29,No,Yes
EMP_126622,42,Female,Finance,Executive,PhD,Single,7,1,88520.35,14.01,24,3.88,3.59,4.06,3.27,No,No,Non-Travel,6,8,4.15,No,No
EMP_124736,28,Female,Finance,Team Lead,PhD,Single,5,1,137763.69,12.4,23,2.84,4.78,2.82,4.52,Yes,No,Non-Travel,7,8,3.24,No,No
EMP_122604,53,Male,Engineering,Developer,Diploma,Single,24,13,86242.18,13.09,23,3.28,3.23,2.76,4.7,No,No,Rarely,9,7,4.58,No,Yes
EMP_107889,48,Female,Marketing,Administrator,Diploma,Divorced,10,10,27227.13,11.88,23,3.83,4.23,2.6,2.64,No,Yes,Rarely,6,7,4.02,Yes,Yes
EMP_103676,53,Female,Sales,Consultant,PhD,Divorced,17,5,71994.72,13.85,19,3.75,1.76,2.12,2.44,Yes,No,Rarely,6,3,2.44,No,No
EMP_108667,27,Male,Marketing,Manager,PhD,Divorced,8,4,,9.91,16,3.98,3.27,4.17,2.39,No,Yes,Rarely,11,4,4.64,Yes,No
EMP_125904,24,Female,Operations,Developer,Bachelor,Single,4,8,28639.39,12.72,12,2.79,2.96,3.98,2.42,Yes,No,Non-Travel,3,4,2.31,No,No
EMP_122694,23,Female,Finance,Analyst,MBA,Divorced,22,1,82480.35,22.81,31,3.45,3.54,3.27,2.27,No,Yes,Non-Travel,4,3,,No,Yes
EMP_106910,27,Female,Operations,Developer,MBA,Divorced,12,4,97785.76,6.36,16,2.98,2.92,3.22,3.8,No,Yes,Non-Travel,8,8,4.32,Yes,No
EMP_117254,29,Female,Sales,Executive,Bachelor,Single,24,9,71297.69,12.16,22,4.24,3.91,2.75,3.23,Yes,Yes,Rarely,4,5,3.61,No,No
EMP_129135,25,Male,Finance,Analyst,PhD,Single,22,7,105806.76,0.34,22,3.3,3.78,1.42,2.75,No,No,Rarely,3,7,2.88,No,No
EMP_119502,42,Male,Operations,Administrator,PhD,Divorced,21,13,72888.1,19.99,17,4.19,2.4,4.91,5.0,No,Yes,Rarely,4,9,3.33,No,No
EMP_125754,31,Female,Support,Manager,MBA,Single,4,6,113558.96,10.44,19,3.39,1.0,4.26,2.79,No,No,Frequently,4,6,,Yes,No
EMP_104306,55,Male,Finance,Executive,Bachelor,Single,17,3,112661.48,20.66,23,2.72,2.94,1.56,3.54,No,Yes,Rarely,6,5,,Yes,Yes
EMP_124211,31,Male,Support,Team Lead,MBA,Divorced,5,7,84812.4,7.6,14,4.18,3.25,2.79,2.82,No,No,Frequently,3,2,2.69,Yes,No
EMP_125504,24,Male,HR,Consultant,MBA,Single,20,14,89471.86,13.02,16,4.39,1.1,4.43,4.59,No,No,Non-Travel,8,9,5.0,Yes,No
EMP_105109,48,Male,Engineering,Administrator,MBA,Single,10,4,101128.74,8.1,19,2.26,2.69,1.0,3.34,Yes,No,Frequently,9,5,3.87,No,Yes
EMP_121742,55,Male,Engineering,Manager,Master,Single,11,12,19157.73,11.64,13,3.98,2.65,3.55,2.82,No,Yes,Frequently,12,9,5.0,No,No
EMP_112814,25,Male,Engineering,Developer,Bachelor,Divorced,20,4,97637.18,4.57,14,2.05,2.89,3.52,4.26,No,Yes,Rarely,9,3,5.0,No,Yes
EMP_123686,54,Female,Sales,Consultant,Bachelor,Divorced,8,5,82019.96,13.82,15,4.32,2.07,3.01,3.24,Yes,No,Frequently,7,6,2.81,No,Yes
EMP_118577,55,Female,Operations,Manager,Diploma,Single,1,0,81803.11,10.75,38,4.1,5.0,4.1,4.27,Yes,Yes,frequently,6,6,4.45,No,Yes
EMP_101876,27,Female,HR,Consultant,Diploma,Divorced,2,9,73140.36,8.42,21,4.76,3.36,2.2,4.29,No,Yes,Frequently,4,8,4.13,Yes,No
EMP_124832,39,Female,Engineering,Consultant,Bachelor,Married,22,0,118320.88,12.79,20,2.94,2.99,3.18,4.19,No,Yes,Rarely,5,3,4.18,No,No
EMP_112565,51,Male,Operations,Manager,Bachelor,Married,14,7,90189.53,13.17,20,3.45,1.63,2.26,4.86,No,Yes,Rarely,7,6,2.71,Yes,No
EMP_124226,35,Male,HR,Consultant,Master,Married,20,10,73209.74,20.94,23,3.75,2.3,2.24,3.08,No,No,Rarely,5,5,3.42,No,No
EMP_112677,54,Female,Marketing,Consultant,PhD,Single,7,9,37651.52,19.41,22,3.8,3.34,3.55,2.76,No,No,Non-Travel,10,2,3.07,No,Yes
EMP_114802,30,Female,HR,Consultant,Diploma,Married,3,5,95061.11,9.82,22,4.14,3.19,2.31,2.86,No,Yes,Rarely,6,7,4.78,No,No
EMP_110520,47,Female,Finance,Consultant,MBA,Single,18,6,16531.34,16.14,23,3.17,3.52,2.08,3.86,No,No,Non-Travel,7,6,4.48,Yes,No
EMP_109543,46,Female,Marketing,Developer,Master,Divorced,18,10,74214.83,1.41,15,3.79,2.55,,4.37,No,Yes,Rarely,3,6,2.01,No,No
EMP_106296,56,Male,Sales,Team Lead,Bachelor,Divorced,10,7,81852.6,10.49,22,3.12,2.17,4.36,3.6,No,Yes,Non-Travel,6,5,1.73,No,Yes
EMP_102617,49,Male,Operations,Manager,Bachelor,Divorced,22,13,111144.63,15.56,17,4.32,2.57,2.45,1.88,No,Yes,Rarely,8,4,3.56,Yes,No
EMP_107748,25,Female,Sales,Team Lead,PhD,Single,14,14,135110.72,20.97,18,3.73,3.21,4.71,4.75,No,No,Rarely,4,3,4.97,No,No
EMP_102124,53,Female,Marketing,Team Lead,PhD,Married,20,8,45482.01,10.74,18,1.96,3.34,3.25,2.36,Yes,Yes,Frequently,8,8,4.08,No,Yes
EMP_119761,31,Female,Marketing,Consultant,MBA,Single,17,4,59553.46,8.87,11,3.93,3.25,5.0,2.7,No,No,Frequently,5,5,3.6,No,No
EMP_117478,27,Male,Support,Manager,Diploma,Married,10,12,54355.69,4.15,18,3.74,3.46,3.5,2.07,Yes,No,Non-Travel,7,5,3.58,No,No
EMP_122728,52,Female,Support,Team Lead,MBA,Divorced,7,12,50349.96,12.96,29,3.36,5.0,3.35,3.39,Yes,No,Rarely,4,6,4.72,No,No
EMP_103875,32,Female,Operations,Manager,Bachelor,Single,14,9,40376.27,8.75,24,3.66,2.89,4.53,1.51,No,Yes,Rarely,6,8,3.22,No,Yes
EMP_129820,56,Female,Operations,Analyst,PhD,Divorced,23,7,84419.41,13.36,26,3.83,4.0,2.66,1.84,No,No,Non-Travel,6,2,4.66,No,No
EMP_115717,35,Male,Operations,Executive,Bachelor,Single,13,5,97564.0,4.83,29,2.35,2.21,3.6,3.86,No,No,Rarely,7,5,3.35,No,Yes
EMP_114134,38,Female,HR,Team Lead,Diploma,Divorced,17,4,55208.48,12.63,22,4.31,3.01,3.26,2.58,No,Yes,Non-Travel,5,5,3.05,No,Yes
EMP_126649,43,Female,Operations,Team Lead,Master,Divorced,11,11,91255.41,12.64,19,3.39,3.27,2.82,3.74,No,Yes,Non-Travel,11,6,3.69,No,No
EMP_110265,34,Male,Operations,Developer,PhD,Single,17,3,46570.14,12.04,17,3.93,4.54,1.32,2.07,No,Yes,Frequently,9,6,2.84,No,No
EMP_100554,58,Male,Engineering,Administrator,Bachelor,Married,10,12,35266.81,8.88,17,4.43,4.24,3.89,3.94,Yes,No,Rarely,8,1,1.96,Yes,No
EMP_106026,56,Male,Sales,Developer,PhD,Married,16,9,53818.3,13.61,11,4.23,3.59,4.41,2.77,No,Yes,Rarely,10,3,,No,No
EMP_115637,37,Female,Marketing,Consultant,Bachelor,Married,3,9,92053.27,17.0,17,3.69,2.38,2.11,2.77,Yes,No,Non-Travel,3,4,4.09,No,Yes
EMP_113893,42,Female,Support,Team Lead,PhD,Single,5,10,35060.43,15.12,16,3.07,2.84,3.78,3.68,No,Yes,Non-Travel,9,4,4.77,No,Yes
EMP_101326,40,Female,Engineering,Developer,Diploma,Married,8,11,33605.21,4.42,24,3.05,3.19,2.89,2.07,No,Yes,Non-Travel,11,3,2.85,Yes,No
EMP_105051,46,Female,Marketing,Manager,Master,Married,20,13,60040.5,16.77,15,3.98,2.43,5.0,2.13,No,No,Non-Travel,4,1,3.52,No,No
EMP_117651,21,Female,Engineering,Consultant,MBA,Married,13,2,15000.0,12.85,24,2.13,2.22,4.41,2.74,No,No,Rarely,8,8,3.97,No,Yes
EMP_124408,53,Female,HR,Team Lead,Bachelor,Divorced,5,10,100209.06,9.88,21,4.27,,3.37,4.46,No,No,Rarely,9,4,4.75,No,No
EMP_103246,29,Male,Engineering,Analyst,PhD,Married,21,4,65521.45,12.28,19,4.77,2.27,2.4,3.43,No,No,Non-Travel,7,7,2.64,Yes,Yes
EMP_117146,40,Female,Support,Consultant,Diploma,Single,12,13,,2.9,19,4.62,3.43,3.84,2.39,No,Yes,Rarely,5,6,2.35,No,No
EMP_119458,33,Male,Support,Developer,PhD,Divorced,22,13,61231.1,10.4,15,3.49,2.35,2.6,1.66,Yes,No,Frequently,7,5,2.45,No,Yes
EMP_112313,28,Female,Finance,Developer,Bachelor,Married,7,5,103205.52,16.24,20,3.93,2.01,,3.17,Yes,Yes,Frequently,7,5,3.27,No,Yes
EMP_120751,24,Female,Engineering,Consultant,PhD,Married,21,2,97464.59,18.5,19,4.49,3.0,3.39,3.91,Yes,Yes,Rarely,4,5,4.34,No,No
EMP_126586,27,Male,Finance,Team Lead,Bachelor,Single,8,7,97782.13,14.17,28,2.68,2.93,4.01,3.27,No,Yes,Rarely,6,3,2.94,No,No
EMP_100223,22,Male,Support,Manager,PhD,Single,19,2,85713.25,8.62,23,5.0,3.35,1.44,2.89,No,No,Rarely,6,6,4.64,No,Yes
EMP_129140,43,Female,Engineering,Developer,PhD,Divorced,20,5,102321.08,8.65,16,3.54,,3.5,4.14,Yes,No,Rarely,8,1,4.04,No,No
EMP_129531,32,Female,Marketing,Administrator,Diploma,Married,19,11,,8.28,17,4.73,2.31,5.0,3.52,No,No,Frequently,6,5,4.69,No,No
EMP_107279,32,Female,HR,Administrator,PhD,Married,16,2,62768.61,7.64,16,3.02,1.5,4.4,2.82,No,No,Rarely,5,2,4.52,No,No
EMP_111035,37,Male,Finance,Team Lead,Master,Single,24,10,111399.01,12.32,21,2.85,3.15,2.95,3.9,Yes,Yes,Non-Travel,10,5,2.96,No,No
EMP_122099,59,Male,Engineering,Developer,Bachelor,Divorced,13,0,67665.65,10.8,14,5.0,1.49,3.15,4.28,Yes,No,Rarely,4,5,4.21,Yes,Yes
EMP_116843,29,Female,Finance,Developer,MBA,Married,19,4,70318.07,10.4,24,4.18,4.05,3.69,5.0,Yes,No,Non-Travel,2,3,4.01,No,Yes
EMP_118805,50,Male,Sales,Administrator,Master,Single,17,6,114974.41,11.6,18,2.81,4.71,5.0,2.86,Yes,Yes,Rarely,3,5,3.45,Yes,No
EMP_103618,52,Male,HR,Manager,PhD,Divorced,13,2,108271.03,7.08,25,1.56,5.0,2.46,4.49,No,No,Frequently,6,4,2.86,No,No
EMP_125431,35,Female,Support,Executive,Master,Divorced,20,1,34843.46,0.18,25,4.12,5.0,4.07,4.81,No,Yes,Rarely,9,7,3.71,No,No
EMP_120142,59,Male,Sales,Consultant,Bachelor,Divorced,14,4,52161.48,19.53,21,3.9,2.79,2.02,3.78,No,No,Non-Travel,6,5,2.3,No,No
EMP_105571,39,Male,Engineering,Developer,Diploma,Married,15,1,104169.6,20.77,16,3.63,3.25,4.06,3.1,No,No,Frequently,8,8,2.68,Yes,No
EMP_124367,26,Female,Engineering,Developer,PhD,Married,2,4,59924.63,2.97,20,4.56,1.59,2.43,3.04,No,No,Rarely,6,4,3.85,No,Yes
EMP_124505,31,Female,HR,Manager,Bachelor,Divorced,21,7,78491.33,0.0,16,4.16,3.69,2.03,2.79,No,Yes,Rarely,8,5,3.03,No,Yes
EMP_109082,57,Female,Marketing,Manager,PhD,Single,16,0,101299.27,17.26,18,3.76,3.19,3.42,3.27,Yes,No,Frequently,6,2,2.19,No,No
EMP_104714,29,Female,Operations,Manager,Master,Married,2,2,33389.96,3.28,18,3.99,5.0,3.16,3.24,Yes,No,Rarely,6,7,3.43,No,Yes
EMP_120361,51,Male,HR,Administrator,Diploma,Single,3,9,128007.55,14.14,32,3.52,2.9,3.44,3.47,Yes,Yes,Rarely,8,5,2.73,Yes,Yes
EMP_103394,53,Male,HR,Consultant,Master,Single,5,8,24636.39,18.79,16,2.49,2.52,4.41,3.97,No,Yes,Rarely,7,4,4.32,No,Yes
EMP_112175,37,Female,Sales,Manager,Bachelor,Divorced,18,0,269153.76,11.35,19,4.3,3.06,1.38,2.53,Yes,No,Frequently,4,5,2.88,No,Yes
EMP_121715,56,Female,Sales,Team Lead,PhD,Single,16,6,85203.06,9.75,19,3.28,5.0,1.99,4.18,No,Yes,Frequently,7,7,4.17,No,Yes
EMP_106238,24,Male,Sales,Administrator,Master,Single,3,9,51772.23,4.22,29,3.8,3.32,1.0,2.52,No,Yes,Rarely,10,5,3.62,No,Yes
EMP_114191,48,Male,Support,Executive,Bachelor,Divorced,21,2,,9.38,15,3.79,3.33,3.42,3.45,No,Yes,Frequently,8,6,2.75,No,No
